outer_group,target,variant,n_test,rmse,r2,gain_vs_velocity_percent,validation_rmse,alpha,threshold
low_density/island02,force_balance,velocity_only,4666,15.970717006455843,-0.009627736723059943,0.0,20.133128063577182,100.0,0.0
low_density/island02,force_balance,velocity_plus_innovation,4666,15.982749969417146,-0.011149695925183112,-0.0753439119636213,20.147532955246874,100.0,0.03
low_density/island02,force_balance,velocity_plus_time_shuffled_innovation,4666,15.963466935758868,-0.008711283065989894,0.04539602507541633,20.133097773330125,100.0,0.0
low_density/island03,traction,velocity_only,3279,49.05095553994835,0.0018079265845502013,0.0,36.37306755528372,100.0,0.01
low_density/island03,traction,velocity_plus_innovation,3279,49.05346329683376,0.0017058577458562985,-0.005112554603288002,36.41249710270012,100.0,0.0
low_density/island03,traction,velocity_plus_time_shuffled_innovation,3279,49.04815537781482,0.0019218905158762123,0.005708680091347946,36.3843322191255,100.0,0.01
low_density/island03,stress_div,velocity_only,3279,8.233469177753863,0.00029274137871082573,0.0,6.0195817626082615,100.0,0.0
low_density/island03,stress_div,velocity_plus_innovation,3279,8.234166719248078,0.00012334332323882258,-0.008472024114696544,6.0277049848553235,100.0,0.0
low_density/island03,stress_div,velocity_plus_time_shuffled_innovation,3279,8.232595729563354,0.0005048381658330214,0.010608507442634692,6.0218695515066285,100.0,0.03
low_density/island03,force_balance,velocity_only,3279,17.972790732027686,0.0012041910662058397,0.0,13.2365537914164,100.0,0.01
low_density/island03,force_balance,velocity_plus_innovation,3279,17.973791218345138,0.0010929885969811481,-0.005566672045363862,13.252569885465354,100.0,0.0
low_density/island03,force_balance,velocity_plus_time_shuffled_innovation,3279,17.971284218696216,0.0013716259582761126,0.008382189243354678,13.24120317268538,100.0,0.01
low_density/island04,traction,velocity_only,4372,54.909293856949375,-0.006916317057666044,0.0,49.07746426917585,100.0,0.01
low_density/island04,traction,velocity_plus_innovation,4372,54.92242034400113,-0.007397796709463167,-0.023905765544816954,49.085900393354336,100.0,0.01
low_density/island04,traction,velocity_plus_time_shuffled_innovation,4372,54.90889331420463,-0.006901626956008489,0.0007294625674588693,49.07622455684741,100.0,0.0
low_density/island04,stress_div,velocity_only,4372,9.197970079257594,-0.00873487786938032,0.0,8.240013488876,100.0,0.0
low_density/island04,stress_div,velocity_plus_innovation,4372,9.20159205733347,-0.009529473838096214,-0.0393780154171541,8.24208211105095,100.0,0.01
low_density/island04,stress_div,velocity_plus_time_shuffled_innovation,4372,9.197556848199051,-0.008644242389112433,0.004492633211265194,8.23926489168738,100.0,0.0
