seed,protocol,fold,packet,evaluation_scale,n_val,n_test,mean_val_rmse_model_scale,gaussian_component_nll,student_t4_component_nll,coverage50,coverage90,coverage_error,uncertainty_error_spearman,mean_sigma
42,leave_one_sequence_out,y27632,full_zero_state,pixels,46207,48549,12.365741863714305,3.297147750878628,3.12133903208191,0.9350759026962451,0.9830068590496199,0.2590413808729325,0.31820186277444334,9.470571306308377
42,leave_one_sequence_out,y27632,full_row_shuffled,pixels,46207,48549,12.365741863714305,3.305415492952935,3.127920232063637,0.937053286370471,0.9832746297555047,0.26016395806298787,0.32261741509343933,9.570214993954668
42,leave_one_sequence_out,y27632,full_wrong_cell,pixels,46207,48549,12.365741863714305,3.3006841668149143,3.124818283675724,0.9338812333930668,0.9827596860903417,0.25832045974170426,0.30369135067160535,9.466567311814579
42,leave_one_sequence_out,y27632,full_time_shuffled,pixels,46207,48549,12.365741863714305,3.3440924997701544,3.1612287762172153,0.9437269562709839,0.9850872314568786,0.26440709386393124,0.28646206589413215,10.063721629930289
42,leave_one_sequence_out,lisa,coord_only,pixels,24807,46207,15.180083190127018,3.908698086281842,3.705179207321466,0.778626615015041,0.928365832016794,0.15349622351591752,0.2803620064280553,12.916443295832737
42,leave_one_sequence_out,lisa,coord_shape,pixels,24807,46207,15.180083190127018,3.90406021770379,3.685714239349898,0.7568550219663688,0.9232150972796329,0.14003505962300083,0.31170444727257623,12.255236352815201
42,leave_one_sequence_out,lisa,coord_actin,pixels,24807,46207,15.180083190127018,3.910489490934817,3.7145436363734357,0.7951609063561798,0.931612093405761,0.16338649988097037,0.2798199961930664,13.358167203657898
42,leave_one_sequence_out,lisa,coord_contact,pixels,24807,46207,15.180083190127018,3.903034480749173,3.700912375927134,0.7801631787391521,0.9284307572445734,0.1542969679918627,0.2940202574524765,12.83953189434498
42,leave_one_sequence_out,lisa,coord_reliability,pixels,24807,46207,15.180083190127018,3.9120505682235556,3.6918320494199306,0.7576557664423139,0.9244486766074405,0.14105222152487717,0.31024897380901284,12.580003123075548
42,leave_one_sequence_out,lisa,full_real,pixels,24807,46207,15.180083190127018,3.902122516394256,3.675416053849217,0.7397796870604021,0.9210076395351353,0.1303936632977687,0.33705695675327785,11.97525145951942
42,leave_one_sequence_out,lisa,full_zero_state,pixels,24807,46207,15.180083190127018,3.9081543413768385,3.7061020140930987,0.782240786028091,0.928928517324215,0.15558465167615299,0.2806816532111879,12.976674411547256
